Opportunity.Id,Opportunity.Days.To.Close,Opportunity.Status,Industry,partnerFlag,PPG,Area,Opportunity.Size,Fee.Type,Deal.Type,Segment,Solution.Area,ClusteredArea,Standard.Offering.Type,Discount_percentage,Time-Period
7-L2CCDOWBK,172,Lost,Banking & Capital Markets,No Partner,Windows 10,Central and Eastern Europe,"997,374",FF,4,Commercial Enterprise,Modern Workplace,Europe,Custom,62,P-9
7-POVFTU5TL,201,Lost,Banking & Capital Markets,No Partner,EMS,Central and Eastern Europe,"689,796",Mixed,3,Commercial Enterprise,Modern Workplace,Europe,Mixed Custom/SO/MSO,61,P-18
7-NWN46OWQL,288,Lost,Banking & Capital Markets,No Partner,DAS,Central and Eastern Europe,"152,150",T&M,5,Commercial Enterprise,Other,Europe,Custom,37,P-10
7-LIUU5RBSL,26,Won,Telecommunications,No Partner,On Prem Apps,Central and Eastern Europe,"833,534",FF,4,"Small, Medium & Corporate Commercial",Applications & Infrastructure,Europe,Custom,21,P-22
7-PRUFAW6PB,20,Won,Local Regional Government,No Partner,On Prem Productivity,Central and Eastern Europe,"591,828",T&M,4,Public Sector Enterprise,Modern Workplace,Europe,Custom,3,P-2
7-PJYZUZU54,74,Won,Banking & Capital Markets,No Partner,O365 Cloud Productivity,United States,"758,888",FF,5,Commercial Enterprise,Modern Workplace,North America,Full MSO,25,P-17
7-MY6W5QFYK,64,Won,Defense & Intelligence,No Partner,O365 Cloud Productivity,United States,"25,491",T&M,5,Public Sector Enterprise,Modern Workplace,North America,Custom,4,P-22
7-N5KBDBM4E,49,Won,Defense & Intelligence,No Partner,Azure and Edge Apps,United States,"663,206",T&M,3,Public Sector Enterprise,Applications & Infrastructure,North America,Custom,69,P-20
7-OGA5ZJ6GG,105,Won,Defense & Intelligence,No Partner,On Prem Infra,Canada,"196,797",FF,5,Strategic Public Sector,Applications & Infrastructure,North America,Full MSO,89,P-26
7-MDJG77LCX,12,Won,National Government,No Partner,On Prem Productivity,Western Europe,"120,280",FF,2,Public Sector Enterprise,Modern Workplace,Europe,Custom,3,P-1
7-LMATFRTNK,245,Lost,Energy,No Partner,Windows 10,Canada,"215,069",Mixed,3,Commercial Enterprise,Modern Workplace,North America,Custom,23,P-16
7-NAZKHUHV3,30,Lost,Energy,No Partner,Windows 10,Canada,"965,729",Mixed,5,Commercial Enterprise,Modern Workplace,North America,Custom,89,P-16
7-M76CSZHTX,84,Lost,Discrete Manufacturing,No Partner,DAS,Japan,"941,267",FF,5,Strategic Enterprise,Other,APAC,Mixed Custom/SO/MSO,42,P-25
7-OXW2FJZ42,54,Won,Travel & Transportation,No Partner,O365 Cloud Productivity,Latam,"291,560",Mixed,3,Commercial Enterprise,Modern Workplace,Latam,Custom,8,P-10
7-PPVQINYHK,42,Won,Banking & Capital Markets,No Partner,Windows 10,Western Europe,"58,557",T&M,3,Strategic Enterprise,Modern Workplace,Europe,Custom,17,P-23
7-MBMWWFBK7,174,Won,Banking & Capital Markets,No Partner,Azure and Edge Apps,Western Europe,"94,678",T&M,5,Strategic Enterprise,Applications & Infrastructure,Europe,Full MSO,2,P-12
7-LNWLSJVPY,140,Won,Discrete Manufacturing,No Partner,Azure and Edge Apps,Western Europe,"775,018",T&M,5,Commercial Enterprise,Applications & Infrastructure,Europe,Custom,9,P-2
7-LNOLGOF7D,3,Won,Discrete Manufacturing,No Partner,On Prem Analytics,Western Europe,"117,429",T&M,5,Commercial Enterprise,Data & AI,Europe,Custom,32,P-7
7-P5CXI3S4Y,133,Lost,Discrete Manufacturing,No Partner,O365 Cloud Productivity,Western Europe,"483,863",T&M,5,Commercial Enterprise,Modern Workplace,Europe,Custom,77,P-8
7-OK6QSKG7Z,41,Won,Discrete Manufacturing,No Partner,On Prem Data Platform,Western Europe,"331,537",Mixed,4,Commercial Enterprise,Data & AI,Europe,Custom,20,P-26
7-NU3JPRGUD,60,Lost,Discrete Manufacturing,No Partner,On Prem Security and Identity,Western Europe,"898,083",T&M,3,Commercial Enterprise,Applications & Infrastructure,Europe,Custom,37,P-2
7-PKWXFEM4O,29,Won,Discrete Manufacturing,No Partner,Azure Data & AI,Western Europe,"861,339",Mixed,4,Commercial Enterprise,Data & AI,Europe,Custom,7,P-7
7-OUCC2ZXTS,97,Lost,National Government,No Partner,On Prem Analytics,APAC,"111,818",T&M,5,Public Sector Enterprise,Data & AI,APAC,Custom,12,P-26
7-OWGTEK6FC,18,Won,Consumer Goods,No Partner,EMS,Greater China,"306,592",T&M,5,Commercial Enterprise,Modern Workplace,APAC,Custom,85,P-3
7-OXBK7JYDB,17,Won,Discrete Manufacturing,No Partner,On Prem Infra,India,"353,458",FF,4,Commercial Enterprise,Applications & Infrastructure,APAC,Custom,55,P-5
7-LTQ7JJVFZ,218,Lost,Energy,No Partner,Azure Data & AI,Central and Eastern Europe,"789,004",Unknown,5,Commercial Enterprise,Data & AI,Europe,Mixed Custom/SO/MSO,43,P-14
7-MUWQBP3WN,86,Lost,Energy,No Partner,Azure Data & AI,Central and Eastern Europe,"281,621",T&M,3,Commercial Enterprise,Data & AI,Europe,Custom,6,P-8
7-PHMO5Q2X6,57,Won,Energy,No Partner,EMS,Central and Eastern Europe,"488,932",FF,3,Commercial Enterprise,Modern Workplace,Europe,Custom,14,P-23
7-LRODV7R6W,62,Lost,Banking & Capital Markets,No Partner,O365 Cloud Productivity,Australia,"912,821",FF,3,Strategic Enterprise,Modern Workplace,APAC,Custom,38,P-5
7-OJDOCWTUJ,177,Lost,National Government,No Partner,On Prem Apps,Latam,"48,062",Unknown,5,Strategic Public Sector,Applications & Infrastructure,Latam,Mixed Custom/SO/MSO,10,P-26
7-POZ37LCJW,63,Won,National Government,No Partner,Azure and Edge Apps,Latam,"854,509",FF,2,Strategic Public Sector,Applications & Infrastructure,Latam,Custom,38,P-6
7-LKRXL3WQY,205,Won,National Government,No Partner,DAS,Latam,"621,274",FF,5,Strategic Public Sector,Other,Latam,Full MSO,77,P-21
7-PYZNLUWNW,155,Won,Media & Entertainment,No Partner,Windows 10,Latam,"861,220",Mixed,3,Public Sector Enterprise,Modern Workplace,Latam,Mixed Custom/SO/MSO,81,P-23
7-OZA2MJIDY,69,Lost,Defense & Intelligence,No Partner,Windows 10,Latam,"286,362",FF,3,Public Sector Enterprise,Modern Workplace,Latam,Mixed Custom/SO/MSO,36,P-4
7-LNRRNGV74,28,Won,Local Regional Government,No Partner,Windows 10,Latam,"400,977",FF,2,Public Sector Enterprise,Modern Workplace,Latam,Custom,5,P-15
7-NQD7IAL4S,43,Lost,Telecommunications,No Partner,O365 Cloud Productivity,Japan,"415,471",FF,5,Commercial Enterprise,Modern Workplace,APAC,Custom,39,P-23
7-L4CD6OJGJ,56,Won,Banking & Capital Markets,No Partner,On Prem Data Platform,Greater China,"52,522",FF,3,Commercial Enterprise,Data & AI,APAC,Custom,77,P-3
7-PXXQ6QBKP,215,Won,Banking & Capital Markets,No Partner,Windows 10,Greater China,"378,281",FF,3,Commercial Enterprise,Modern Workplace,APAC,Custom,21,P-17
7-PGDV3UPHJ,276,Won,Banking & Capital Markets,No Partner,Windows 10,Greater China,"491,957",FF,3,Commercial Enterprise,Modern Workplace,APAC,Custom,84,P-20
7-L4CHBZ5DC,56,Won,Banking & Capital Markets,No Partner,On Prem Apps,Greater China,"851,398",FF,3,Commercial Enterprise,Applications & Infrastructure,APAC,Custom,63,P-4
7-PBD5YGRTL,300,Won,Banking & Capital Markets,No Partner,On Prem Productivity,Greater China,"123,927",FF,3,Commercial Enterprise,Modern Workplace,APAC,Custom,80,P-27
7-L4345J2LF,310,Won,National Government,No Partner,Windows 10,Germany,"366,895",Mixed,5,Public Sector Enterprise,Modern Workplace,Europe,Custom,30,P-12
7-OQ7ZDZNDE,157,Lost,National Government,No Partner,O365 Cloud Productivity,Germany,"736,395",FF,5,Public Sector Enterprise,Modern Workplace,Europe,Full MSO,45,P-11
7-PLEOGXL5R,146,Won,Defense & Intelligence,No Partner,O365 Cloud Productivity,UK,"298,833",Mixed,1,Strategic Public Sector,Modern Workplace,Europe,Mixed Custom/SO/MSO,39,P-7
7-P6MNL7RE7,140,Lost,Defense & Intelligence,No Partner,O365 Cloud Productivity,UK,"642,521",Mixed,1,Strategic Public Sector,Modern Workplace,Europe,Mixed Custom/SO/MSO,37,P-20
7-NF2DNVIFM,165,Won,Defense & Intelligence,No Partner,Azure Data & AI,UK,"570,909",T&M,5,Strategic Public Sector,Data & AI,Europe,Custom,13,P-24
7-MEU5CRNLI,52,Won,Defense & Intelligence,No Partner,Windows 10,UK,"435,775",T&M,3,Strategic Public Sector,Modern Workplace,Europe,Custom,13,P-3
7-PI6NOL652,45,Won,Defense & Intelligence,No Partner,On Prem Apps,UK,"26,204",FF,5,Strategic Public Sector,Applications & Infrastructure,Europe,Full MSO,40,P-6
7-PXXGS2OHM,48,Lost,Defense & Intelligence,No Partner,Windows Mixed Reality,UK,"279,627",T&M,5,Strategic Public Sector,Modern Workplace,Europe,Custom,42,P-21
7-PANKNU52Y,79,Won,Defense & Intelligence,No Partner,Dynamics 365 Customer Engagement,UK,"465,164",T&M,5,Strategic Public Sector,Business Applications,Europe,Custom,79,P-10
7-N7URJTAK6,32,Lost,Banking & Capital Markets,No Partner,Azure Data & AI,APAC,"810,615",FF,4,Commercial Enterprise,Data & AI,APAC,Custom,12,P-22
7-MB2IMCXR5,90,Lost,Banking & Capital Markets,No Partner,On Prem Data Platform,APAC,"624,405",FF,5,Commercial Enterprise,Data & AI,APAC,Custom,55,P-2
7-L4R3V5BV7,292,Won,National Government,No Partner,Windows 10,Western Europe,"215,769",T&M,4,Public Sector Enterprise,Modern Workplace,Europe,Custom,35,P-25
7-MZWXPOOR2,59,Won,Health Provider,No Partner,DAS,United States,"445,950",FF,4,Commercial Enterprise,Other,North America,Custom,71,P-22
7-NGISAIBE3,239,Won,Travel & Transportation,Partner,Azure and Edge Apps,Western Europe,"499,249",T&M,4,Commercial Enterprise,Applications & Infrastructure,Europe,Custom,3,P-13
7-PCFQIPFG5,35,Won,Smart Spaces,No Partner,On Prem Security and Identity,Western Europe,"865,917",T&M,5,Commercial Enterprise,Applications & Infrastructure,Europe,Custom,5,P-15
7-MRG254KH3,50,Lost,Energy,No Partner,O365 Cloud Productivity,UK,"924,160",FF,4,Commercial Enterprise,Modern Workplace,Europe,Custom,58,P-15
7-NEAMMHGML,66,Won,Smart Spaces,No Partner,O365 Cloud Productivity,UK,"604,464",FF,5,Commercial Enterprise,Modern Workplace,Europe,Full MSO,33,P-22
7-NKVCQ3WY3,37,Won,National Government,No Partner,O365 Cloud Productivity,Australia,"244,750",FF,4,Public Sector Enterprise,Modern Workplace,APAC,Custom,77,P-19
7-MD3MGPIHF,107,Won,National Government,No Partner,Windows 10,United States,"566,222",FF,3,Public Sector Enterprise,Modern Workplace,North America,Custom,40,P-27
7-POFOAORSO,45,Won,Banking & Capital Markets,No Partner,Windows 10,Central and Eastern Europe,"87,680",T&M,4,Commercial Enterprise,Modern Workplace,Europe,Custom,55,P-23
7-N63B355FV,67,Lost,Banking & Capital Markets,No Partner,Dynamics 365 Operations,United States,"765,808",T&M,5,Commercial Enterprise,Business Applications,North America,Custom,89,P-11
7-PXM5KSA3Y,64,Won,Consumer Goods,No Partner,Azure and Edge Apps,Canada,"540,475",FF,5,Commercial Enterprise,Applications & Infrastructure,North America,Custom,9,P-8
7-LHG2NPMN4,21,Won,National Government,No Partner,DAS,MEA,"895,583",T&M,4,Public Sector Enterprise,Other,MEA,Custom,34,P-17
7-NNQXGLD3Q,9,Lost,Discrete Manufacturing,No Partner,EMS,Japan,"752,591",FF,5,Commercial Enterprise,Modern Workplace,APAC,Custom,35,P-5
7-PH5UDOJXM,155,Lost,Partner Professional Services,No Partner,Azure and Edge Infra,Canada,"414,663",T&M,5,Commercial Enterprise,Applications & Infrastructure,North America,Full SO,55,P-16
7-PA3YO4Q4N,3,Won,Partner Professional Services,No Partner,Azure and Edge Infra,Canada,"606,281",T&M,5,Commercial Enterprise,Applications & Infrastructure,North America,Custom,74,P-26
7-PS4TDZ7JT,43,Won,Discrete Manufacturing,No Partner,Azure Data & AI,Japan,"282,358",FF,4,Commercial Enterprise,Data & AI,APAC,Custom,4,P-27
7-Q3AACLMZW,89,Lost,Discrete Manufacturing,No Partner,O365 Cloud Productivity,Japan,"897,565",FF,4,Commercial Enterprise,Modern Workplace,APAC,Custom,80,P-2
7-N5QKCAJN7,1,Won,Banking & Capital Markets,No Partner,Dynamics On Prem CRM,Western Europe,"245,011",FF,4,Commercial Enterprise,Business Applications,Europe,Full MSO,52,P-18
7-MPVXFD7IQ,208,Lost,Banking & Capital Markets,No Partner,Windows 10,Western Europe,"272,011",FF,5,Commercial Enterprise,Modern Workplace,Europe,Full MSO,25,P-16
7-OSZHUR4NQ,98,Won,Banking & Capital Markets,No Partner,O365 Cloud Productivity,Western Europe,"41,211",T&M,5,Commercial Enterprise,Modern Workplace,Europe,Mixed Custom/SO/MSO,66,P-23
7-Q2ZQGI4N4,57,Won,Professional Services,No Partner,Dynamics 365 Operations,France,"653,962",T&M,2,"Small, Medium & Corporate Commercial",Business Applications,Europe,Custom,76,P-23
7-OXKHL7YSF,94,Lost,Banking & Capital Markets,No Partner,Dynamics On Prem CRM,MEA,"689,830",FF,3,Commercial Enterprise,Business Applications,MEA,Mixed Custom/SO/MSO,90,P-28
7-ONOSNPHQG,65,Won,National Government,No Partner,Azure Security and Identity,Western Europe,"302,398",T&M,4,Public Sector Enterprise,Applications & Infrastructure,Europe,Custom,1,P-6
7-MMD6XCIYO,144,Won,Banking & Capital Markets,No Partner,DAS,Central and Eastern Europe,"65,764",Mixed,5,Commercial Enterprise,Other,Europe,Custom,79,P-7
7-MXXZMYOMZ,114,Lost,Automotive,No Partner,O365 Cloud Productivity,Canada,"780,990",FF,5,Strategic Enterprise,Modern Workplace,North America,Custom,20,P-16
7-MWKGSDVNJ,177,Won,Travel & Transportation,No Partner,Windows 10,Canada,"807,985",FF,5,Commercial Enterprise,Modern Workplace,North America,Full MSO,79,P-26
7-NF3QQGG52,123,Lost,Travel & Transportation,No Partner,Azure Data & AI,Canada,"669,899",T&M,4,Commercial Enterprise,Data & AI,North America,Custom,13,P-10
7-NSV5BJZMV,315,Lost,Professional Services,No Partner,O365 Cloud Productivity,Western Europe,"61,339",FF,5,Commercial Enterprise,Modern Workplace,Europe,Full MSO,50,P-18
7-L2BY6LWZE,256,Lost,Professional Services,No Partner,Azure Security and Identity,Western Europe,"938,832",FF,4,Strategic Enterprise,Applications & Infrastructure,Europe,Custom,19,P-7
7-PL77L43OL,65,Won,Banking & Capital Markets,No Partner,On Prem Productivity,Western Europe,"341,080",T&M Cap,4,Strategic Enterprise,Modern Workplace,Europe,Custom,62,P-16
7-NIBMVQT5I,13,Won,Primary & Secondary Edu/K-12,No Partner,EMS,MEA,"117,795",FF,5,Public Sector Enterprise,Modern Workplace,MEA,Full MSO,58,P-14
7-O4TYOUY6T,29,Won,Media & Entertainment,No Partner,Azure and Edge Infra,Greater China,"49,452",T&M,3,Commercial Enterprise,Applications & Infrastructure,APAC,Custom,59,P-3
7-LFACGNA3V,27,Won,Insurance,No Partner,Azure Data & AI,Canada,"332,700",T&M,5,Strategic Enterprise,Data & AI,North America,Custom,87,P-7
7-MUOV4Q7HH,49,Won,Insurance,No Partner,O365 Cloud Productivity,Canada,"440,375",FF,5,Strategic Enterprise,Modern Workplace,North America,Custom,67,P-16
7-MDIQ6YX6E,193,Won,Health Payor,No Partner,Azure Security and Identity,United States,"803,211",FF,4,Public Sector Enterprise,Applications & Infrastructure,North America,Custom,26,P-22
7-MUGBPQ4FT,26,Lost,National Government,No Partner,Azure Data & AI,UK,"81,592",FF,3,Public Sector Enterprise,Data & AI,Europe,Custom,58,P-28
7-MHCT4Z5ZG,53,Won,Consumer Goods,No Partner,O365 Cloud Productivity,Western Europe,"448,086",T&M,5,"Small, Medium & Corporate Commercial",Modern Workplace,Europe,Custom,48,P-15
7-MHCUFX3FU,143,Won,Consumer Goods,No Partner,O365 Cloud Productivity,Western Europe,"389,595",T&M,5,"Small, Medium & Corporate Commercial",Modern Workplace,Europe,Custom,73,P-15
7-OLHHJD2R6,104,Won,Banking & Capital Markets,No Partner,On Prem Security and Identity,Germany,"550,869",T&M,2,Strategic Enterprise,Applications & Infrastructure,Europe,Custom,11,P-21
7-LKOCY2UCD,44,Lost,National Government,No Partner,O365 Cloud Productivity,Germany,"66,903",T&M,5,Strategic Enterprise,Modern Workplace,Europe,Custom,57,P-28
7-P6CPMZBUS,197,Lost,Banking & Capital Markets,No Partner,O365 Cloud Productivity,Germany,"922,727",FF,1,Strategic Enterprise,Modern Workplace,Europe,Custom,41,P-7
7-O3QH7HMMW,57,Won,Primary & Secondary Edu/K-12,No Partner,O365 Cloud Productivity,Australia,"358,154",FF,4,Public Sector Enterprise,Modern Workplace,APAC,Custom,24,P-12
7-LERIDSM7S,66,Won,Primary & Secondary Edu/K-12,No Partner,Dynamics 365 Customer Engagement,Australia,"426,966",FF,4,Public Sector Enterprise,Business Applications,APAC,Custom,29,P-24
7-O7IC6KSB7,66,Lost,Banking & Capital Markets,No Partner,Azure and Edge Infra,Western Europe,"871,958",FF,2,Commercial Enterprise,Applications & Infrastructure,Europe,Custom,89,P-11
7-NGPOPKJTT,125,Lost,Insurance,No Partner,Windows 10,Central and Eastern Europe,"585,937",T&M,4,Commercial Enterprise,Modern Workplace,Europe,Custom,74,P-2
7-O5WW65H2N,90,Lost,Banking & Capital Markets,No Partner,On Prem Productivity,Central and Eastern Europe,"983,272",FF,2,Commercial Enterprise,Modern Workplace,Europe,Mixed Custom/SO/MSO,33,P-8
7-N7QG63TX5,6,Won,Banking & Capital Markets,No Partner,DAS,Central and Eastern Europe,"626,384",FF,5,Commercial Enterprise,Other,Europe,Full MSO,5,P-9
7-MDUKV6CXL,87,Lost,Automotive,No Partner,O365 Cloud Productivity,United States,"196,358",FF,5,Commercial Enterprise,Modern Workplace,North America,Full MSO,67,P-10
7-PPVNT4WXH,60,Won,National Government,No Partner,Azure Security and Identity,Western Europe,"70,889",T&M,2,Public Sector Enterprise,Applications & Infrastructure,Europe,Custom,70,P-14
7-MCSYDNA46,109,Won,National Government,No Partner,Dynamics 365 Customer Engagement,Western Europe,"430,742",T&M,4,Public Sector Enterprise,Business Applications,Europe,Custom,87,P-5
7-OZDTJEI2W,30,Won,Chemicals & Agrochemicals,No Partner,Azure and Edge Infra,France,"540,738",T&M,5,"Small, Medium & Corporate Commercial",Applications & Infrastructure,Europe,Custom,32,P-14
7-NLDIGTV7C,115,Lost,Chemicals & Agrochemicals,No Partner,On Prem Security and Identity,France,"136,383",T&M,5,"Small, Medium & Corporate Commercial",Applications & Infrastructure,Europe,Custom,47,P-2
7-L7SJJ6MRP,121,Won,Travel & Transportation,No Partner,Dynamics 365 Customer Engagement,UK,"850,042",T&M,5,Commercial Enterprise,Business Applications,Europe,Custom,25,P-1
7-MV5ZCHTYW,36,Won,Travel & Transportation,No Partner,Azure and Edge Apps,UK,"120,121",FF,5,Commercial Enterprise,Applications & Infrastructure,Europe,Custom,17,P-26
7-NDAOT7XER,175,Lost,Defense & Intelligence,Partner,Windows 10,United States,"221,448",T&M,3,Public Sector Enterprise,Modern Workplace,North America,Custom,53,P-4
7-LIHAEZOBP,37,Won,National Government,No Partner,EMS,Western Europe,"541,931",T&M,4,Public Sector Enterprise,Modern Workplace,Europe,Custom,29,P-9
7-N66UDPORP,83,Won,National Government,No Partner,On Prem Apps,Western Europe,"701,403",T&M,5,Public Sector Enterprise,Applications & Infrastructure,Europe,Custom,1,P-25
7-LV7XPONG7,23,Lost,National Government,No Partner,DAS,MEA,"796,851",FF,4,Public Sector Enterprise,Other,MEA,Custom,38,P-3
7-PJ223YJP6,55,Won,Defense & Intelligence,No Partner,O365 Cloud Productivity,Australia,"949,481",T&M,5,Strategic Public Sector,Modern Workplace,APAC,Custom,22,P-12
7-NLA676N3F,29,Won,Defense & Intelligence,No Partner,O365 Cloud Productivity,Australia,"648,996",T&M,5,Strategic Public Sector,Modern Workplace,APAC,Custom,50,P-23
7-P37TRHEIG,49,Won,Defense & Intelligence,No Partner,On Prem Security and Identity,Australia,"179,994",Mixed,5,Strategic Public Sector,Applications & Infrastructure,APAC,Custom,18,P-24
7-N65PF66MR,97,Won,Defense & Intelligence,No Partner,On Prem Analytics,Australia,"993,013",T&M,5,Strategic Public Sector,Data & AI,APAC,Custom,2,P-23
7-N56KMZ5OH,32,Won,Defense & Intelligence,No Partner,On Prem Analytics,Australia,"57,127",FF,4,Strategic Public Sector,Data & AI,APAC,Custom,64,P-13
7-ON2ZXYWVL,146,Lost,National Government,No Partner,On Prem Productivity,Canada,"491,941",T&M,5,Public Sector Enterprise,Modern Workplace,North America,Custom,31,P-13
7-LWZFN2FWP,33,Won,Professional Services,No Partner,Azure Security and Identity,Canada,"538,165",T&M,5,Public Sector Enterprise,Applications & Infrastructure,North America,Custom,34,P-4
7-NO2WQZDE5,6,Won,Media & Entertainment,No Partner,O365 Cloud Productivity,Central and Eastern Europe,"160,288",T&M,4,Public Sector Enterprise,Modern Workplace,Europe,Custom,29,P-25
7-N7IHWNJF3,35,Won,National Government,No Partner,O365 Cloud Productivity,Central and Eastern Europe,"240,964",T&M,4,Public Sector Enterprise,Modern Workplace,Europe,Custom,53,P-16
7-N7HKPKDUJ,21,Won,National Government,No Partner,O365 Cloud Productivity,Central and Eastern Europe,"188,965",T&M,4,Public Sector Enterprise,Modern Workplace,Europe,Custom,2,P-4
7-NBQT4EEHP,47,Won,National Government,No Partner,O365 Cloud Productivity,Central and Eastern Europe,"105,190",T&M,4,Public Sector Enterprise,Modern Workplace,Europe,Custom,57,P-19
7-MWFPIFVCO,73,Won,National Government,No Partner,On Prem Productivity,Central and Eastern Europe,"456,405",T&M,3,Public Sector Enterprise,Modern Workplace,Europe,Custom,44,P-18
7-N7YIC6CZO,33,Won,National Government,No Partner,EMS,Central and Eastern Europe,"15,988",T&M,4,Public Sector Enterprise,Modern Workplace,Europe,Custom,67,P-3
7-P7EH3ILSG,46,Won,Health Provider,No Partner,On Prem Security and Identity,Central and Eastern Europe,"288,837",T&M,4,Public Sector Enterprise,Applications & Infrastructure,Europe,Custom,71,P-12
7-PQQ7QOI3O,85,Won,Health Provider,No Partner,EMS,Central and Eastern Europe,"149,174",T&M,4,Public Sector Enterprise,Modern Workplace,Europe,Full SO,4,P-26
7-NKMF2WFUG,41,Lost,Energy,No Partner,EMS,Canada,"989,912",FF,5,Commercial Enterprise,Modern Workplace,North America,Mixed Custom/SO/MSO,7,P-15
7-NLA7XZU22,18,Won,Consumer Goods,No Partner,Azure and Edge Apps,APAC,"818,460",FF,4,Strategic Enterprise,Applications & Infrastructure,APAC,Custom,11,P-26
7-LHMLABDWD,77,Won,Banking & Capital Markets,No Partner,On Prem Apps,Germany,"869,546",T&M Cap,5,Strategic Enterprise,Applications & Infrastructure,Europe,Custom,50,P-26
7-LAGBTH52P,256,Lost,Energy,No Partner,O365 Cloud Productivity,Western Europe,"222,597",FF,4,Commercial Enterprise,Modern Workplace,Europe,Custom,35,P-24
7-OYCK3F5JP,19,Won,National Government,No Partner,O365 Cloud Productivity,Germany,"73,069",T&M,5,Public Sector Enterprise,Modern Workplace,Europe,Custom,89,P-28
7-OPHHHJY2G,137,Won,National Government,No Partner,On Prem Analytics,Germany,"494,036",T&M,5,Public Sector Enterprise,Data & AI,Europe,Custom,78,P-17
7-P75AC46EO,188,Lost,National Government,No Partner,Azure Security and Identity,Germany,"228,811",T&M,5,Public Sector Enterprise,Applications & Infrastructure,Europe,Custom,22,P-22
7-PFG5GOUVX,8,Won,National Government,No Partner,On Prem Data Platform,Germany,"432,915",T&M,5,Public Sector Enterprise,Data & AI,Europe,Custom,88,P-3
7-LKG5M6KKL,227,Lost,Telecommunications,No Partner,O365 Cloud Productivity,Central and Eastern Europe,"537,423",FF,4,"Small, Medium & Corporate Commercial",Modern Workplace,Europe,Custom,69,P-4
7-LPXDJC4Y6,15,Won,Telecommunications,No Partner,O365 Cloud Productivity,Central and Eastern Europe,"225,740",FF,4,"Small, Medium & Corporate Commercial",Modern Workplace,Europe,Custom,75,P-28
7-O6UFCB2Z4,73,Lost,Media & Entertainment,No Partner,Azure Security and Identity,APAC,"356,425",FF,3,Commercial Enterprise,Applications & Infrastructure,APAC,Mixed Custom/SO/MSO,10,P-11
7-NGPCVXKDF,222,Lost,Media & Entertainment,No Partner,On Prem Security and Identity,APAC,"957,154",T&M,5,Commercial Enterprise,Applications & Infrastructure,APAC,Custom,62,P-4
7-M2KDZUZEF,18,Won,Banking & Capital Markets,No Partner,Dynamics 365 Customer Engagement,MEA,"637,905",Unknown,4,Commercial Enterprise,Business Applications,MEA,Mixed Custom/SO/MSO,88,P-15
7-M7CLYQIS2,28,Won,Banking & Capital Markets,No Partner,Azure and Edge Apps,MEA,"956,090",FF,4,Commercial Enterprise,Applications & Infrastructure,MEA,Custom,1,P-15
7-NEN6M3MDD,19,Won,Smart Spaces,No Partner,O365 Cloud Productivity,Japan,"320,326",FF,5,Commercial Enterprise,Modern Workplace,APAC,Custom,7,P-26
7-M5RYJTI6V,304,Lost,Travel & Transportation,No Partner,Azure Data & AI,Western Europe,"135,022",T&M,4,Public Sector Enterprise,Data & AI,Europe,Custom,26,P-26
7-PA3RESFWW,80,Won,Insurance,No Partner,EMS,Western Europe,"885,715",Unknown,5,Commercial Enterprise,Modern Workplace,Europe,Mixed Custom/SO/MSO,84,P-18
7-LCEXTXBYI,40,Lost,Insurance,No Partner,Azure and Edge Apps,Western Europe,"573,808",T&M,3,Commercial Enterprise,Applications & Infrastructure,Europe,Custom,2,P-21
7-LVI6T7WJE,230,Won,Other - Unsegmented,No Partner,Windows 10,MEA,"601,189",T&M,4,Commercial Enterprise,Modern Workplace,MEA,Custom,83,P-25
7-N6C3BGX3H,75,Won,National Government,No Partner,On Prem Data Platform,United States,"48,819",T&M,3,Public Sector Enterprise,Data & AI,North America,Custom,34,P-14
7-M5YMHJDP7,107,Lost,National Government,No Partner,O365 Cloud Productivity,Western Europe,"629,752",T&M,5,Strategic Public Sector,Modern Workplace,Europe,Custom,27,P-6
7-OXOX3HJHM,79,Lost,Travel & Transportation,No Partner,O365 Cloud Productivity,Greater China,"319,535",T&M,5,Commercial Enterprise,Modern Workplace,APAC,Custom,56,P-5
7-L6FAQUA2K,75,Lost,Retailers,No Partner,EMS,France,"190,755",T&M,5,Strategic Enterprise,Modern Workplace,Europe,Custom,48,P-16
7-MJ5DJ4RQI,60,Won,Consumer Goods,No Partner,O365 Cloud Productivity,France,"631,921",T&M,5,Strategic Enterprise,Modern Workplace,Europe,Custom,26,P-1
7-PQGEUKCZZ,15,Won,Discrete Manufacturing,No Partner,Dynamics On Prem ERP,Western Europe,"691,845",T&M,5,Commercial Enterprise,Business Applications,Europe,Custom,23,P-24
7-PV6UPXJ4T,37,Won,Discrete Manufacturing,No Partner,Dynamics On Prem ERP,Western Europe,"358,668",T&M,5,Commercial Enterprise,Business Applications,Europe,Custom,25,P-22
7-LYRCKFAUD,96,Won,Consumer Goods,No Partner,Azure Data & AI,Western Europe,"515,084",T&M,5,Commercial Enterprise,Data & AI,Europe,Custom,58,P-21
7-PMIYWNS7O,67,Won,Local Regional Government,No Partner,O365 Cloud Productivity,United States,"36,219",FF,4,Strategic Public Sector,Modern Workplace,North America,Custom,85,P-28
7-NGNFFI3TU,108,Won,National Government,No Partner,Azure Data & AI,United States,"313,369",T&M,5,"Small, Medium & Corporate Government",Data & AI,North America,Custom,7,P-20
